Date,Year,Post ID,Platform,Post Type,Content Type,Link,Post,Engagement Rate,Engagements,Reactions,Comments,Shares
2017-08-01,2017,1.78691E+16,Instagram,Post,Video,https://www.instagram.com/p/BXQf-6igoGJ/,"For GRAMMY-winning band @korn_official, inspiring the next generation of #music creators means legacy. 🙌",31.83,1337.0,1320.0,8.0,
2017-08-02,2017,1.7867E+16,Instagram,Post,Carousel,https://www.instagram.com/p/BXTEDUWgKkq/,"Music enthusiasts, we're looking for you! 🎶 Every Wednesday we will be celebrating your music collections and we want to hear from you. 
1️⃣. Snap a photo with your favorite album.
2️⃣. Share what it means to you in the caption. 
3️⃣. Tag with #InMyCollection and you could be featured!
Swipe ↔️ to see more photos!",59.2,3552.0,3455.0,30.0,
2017-08-03,2017,8.93237E+17,Twitter,Tweet,Video,https://twitter.com/RecordingAcad/status/893237457352892416,Who doesn't need some extra 💰 for #school? @rihanna and other GRAMMY winners are giving back through scholarships: https://t.co/3uiIP8wUpQ https://t.co/O1fYHBKCl4,,1870.0,161.0,49.0,48.0
2017-08-03,2017,1.78869E+16,Instagram,Post,Video,https://www.instagram.com/p/BXVly5vgHgC/,"""The greatest moment in my whole musical career and the greatest moment of my life."" - @ItsTonyBennett accepts the GRAMMY for Album Of The Year for 'MTV Unplugged' album at the 37th #GRAMMYs in 1995.

At the 5th #GRAMMYs in 1962, he earned his first career GRAMMY for Record Of The Year for the song ""I Left My Heart In San Francisco"" #GRAMMYVault",49.69,3180.0,3039.0,31.0,
2017-08-03,2017,36736245747_10154934749440748,Facebook,Post,Video,https://www.facebook.com/RecordingAcademy/videos/10154934749440748/,"""The greatest moment in my whole musical career and the greatest moment of my life."" - Tony Bennett accepts the GRAMMY for Album Of The Year for 'MTV Unplugged' at the 37th #GRAMMYs in 1995.

At the 5th GRAMMY Awards in 1962, he earned his first career GRAMMY for Record Of The Year for the song ""I Left My Heart In San Francisco."" #GRAMMYVault",0.0361,1352.0,535.0,26.0,73.0
2017-08-04,2017,1.78924E+16,Instagram,Post,Photo,https://www.instagram.com/p/BXZLwb1gmzG/,"There's more to the music you hear. 🎶
GRAMMY nominees Rico Love (@iamricolove) and David Banner (@davidbannerlikespictures) gave members of the Recording Academy's Florida Chapter insight into the many sacrifices they both made in order to succeed. They highlighted the importance of supporting each other within the #music community in order to help it grow, and stressed the importance of artists getting involved in all aspects of the music business.

Check out our Instagram Story 👀 to see more photos from the event.",48.26,1641.0,1628.0,8.0,
2017-08-05,2017,8.93899E+17,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/893899162483216384,"Inspired by the current events in the world, @fosterthepeople's new 💽 'Sacred Hearts Club' sends the message of joy… https://t.co/nPiyWVLS6E",,2928.0,470.0,4.0,159.0
2017-08-06,2017,1.78874E+16,Instagram,Post,Video,https://www.instagram.com/p/BXd7e1vAi8a/,"What has inspired Bishop Briggs (@thatgirlbishop) music? 
Watch ⬆️⬆️⬆️",83.37,1584.0,1562.0,6.0,
2017-08-06,2017,1.78838E+16,Instagram,Post,Video,https://www.instagram.com/p/BXeg0DLgUAg/,"When two #GRAMMYs winners collaborate, music magic happens. 
@Kaskade reveals the story behind his remix of @ImagineDragons' ""Believer."" Click the link in our bio ⬆️⬆️⬆️ to hear his take on the current state of dance music and other topics!",91.93,1379.0,1362.0,3.0,
2017-08-07,2017,1.78775E+16,Instagram,Post,Carousel,https://www.instagram.com/p/BXgQL6qAEr1/,"""Sometimes you need just that song to get through the day."" - In a recent conversation with the Recording Academy's Nashville Chapter, GRAMMY winners @anthonyhamiltonofficial and @jermainedupri discussed everything from early beginnings to songwriting. 
Click the link in our bio ⬆️⬆️⬆️ to watch these two GRAMMY winners get candid about the creative process.",80.45,1609.0,1591.0,6.0,
2017-08-07,2017,36736245747_10154946082380748,Facebook,Post,Video,https://www.facebook.com/RecordingAcademy/videos/10154946082380748/,Remembering Chester Bennington: The GRAMMY-winning frontman of Linkin Park recalls why performing with JAY-Z and Paul McCartney at the 48th #GRAMMYs in 2006 was both an honor and surreal: grm.my/2v1BDcV,0.087,20527.0,4591.0,57.0,613.0
2017-08-08,2017,1.78928E+16,Instagram,Post,Photo,https://www.instagram.com/p/BXjOXiYAMvL/,"Six-time GRAMMY winner Glen Campbell was, and always will be, an American treasure. In a career spanning more than six decades, Glen contributed to countless hits as part of the renowned group of session musicians known as the Wrecking Crew. As an artist, his remarkable voice, top-level guitar work, and dazzling showmanship shot him to superstardom in the 1960s, and he became one of the most successful pop/country crossover artists of all time. Glen received a Lifetime Achievement Award from the Recording Academy in 2012, our formal acknowledgment of his immense contributions to music and culture and we’ll always cherish his historic appearance at the 54th Annual GRAMMY Awards in 2012, one of his last performances. We have lost an icon who will be greatly missed, but Glen’s musical gifts will live on forever.

Neil Portnow
President/CEO
Recording Academy",111.65,2903.0,2858.0,22.0,
2017-08-08,2017,36736245747_10154949847230748,Facebook,Post,Photo,https://www.facebook.com/RecordingAcademy/posts/10154949847230748:0,"""Six-time GRAMMY winner Glen Campbell was, and always will be, an American treasure. In a career spanning more than six decades, Glen contributed to countless hits as part of the renowned group of session musicians known as the Wrecking Crew. As an artist, his remarkable voice, top-level guitar work, and dazzling showmanship shot him to superstardom in the 1960s, and he became one of the most successful pop/country crossover artists of all time. Glen received a Lifetime Achievement Award from the Recording Academy in 2012, our formal acknowledgment of his immense contributions to music and culture and we’ll always cherish his historic appearance at the 54th Annual GRAMMY Awards in 2012, one of his last performances. We have lost an icon who will be greatly missed, but Glen’s musical gifts will live on forever.""

Neil Portnow
President/CEO
Recording Academy",0.0209,1350.0,470.0,22.0,37.0
2017-08-09,2017,1.78885E+16,Instagram,Post,Photo,https://www.instagram.com/p/BXlQIrWA8_d/,"“That album has always been one that I constantly revisit. I think that the production is really representative of #hiphop at its best and at its most simple. The lyricism and the story telling, it really just drew you into that world. I’m a huge @MobbDeepqb fan losing @ProdigyMobbDeep to me is definitely losing one of the greats. Even if Prodigy hadn’t passed away, I would still put ‘The Infamous’ as one of my top albums of all time because every year I always have a cycle where I come back to it.” - @Vicmensa 
We’re looking to celebrate YOUR music 🎶 collections with #InMyCollection every Wednesday. Tell us your story of an album that has a special memory or has inspired you by using #InMyCollection. You could be featured right here! 🙌",71.21,2065.0,2035.0,13.0,
2017-08-09,2017,8.95437E+17,Twitter,Tweet,Photo,https://twitter.com/RecordingAcad/status/895437098550935552,"Walk the #GRAMMYs red carpet at @TheGRAMMYMuseum! 

The knit gown Demi Lovato (@ddlovato) wore to this year's show is now on display! https://t.co/NMycWOxphH",,10014.0,1697.0,53.0,833.0
2017-08-10,2017,1.78667E+16,Instagram,Post,Photo,https://www.instagram.com/p/BXoF6WnghNI/,"GRAMMY-nominated duo @Brasstracks is taking over our Instagram today! Follow along as they post throughout the day before their Saturday performance at @SummerMeltdown Music Festival.
•••
We're excited to be taking over the Recording Academy's Instagram today! 🎺✨",92.68,2317.0,2299.0,9.0,
2017-08-10,2017,1.78934E+16,Instagram,Post,Photo,https://www.instagram.com/p/BXpJIamgcpa/,"Behind us is the door to go up to @fluxstudiosnyc , where we recorded the choir parts for Chance's ""No Problem"". We're chillin' with our best friend and frequent collaborator, @snatraraps. This studio is the best in Manhattan, truly. 📷: @Brasstracks Takeover",45.98,2437.0,2419.0,7.0,
2017-08-10,2017,1.78782E+16,Instagram,Post,Photo,https://www.instagram.com/p/BXo0r8pAbOG/,Hanging out at @sneakezshop right around the corner on 2nd and Ave B. Found a fit or two for this weekend's show at @summermeltdownfest. 📷: @Brasstracks Takeover,139.45,2789.0,2777.0,7.0,
2017-08-10,2017,1.78816E+16,Instagram,Post,Photo,https://www.instagram.com/p/BXoZt9JAKcl/,"We're working on our next project at our new home in the east village. It’s not crazy, but we don’t need much. 📷: @Brasstracks Takeover",79.0,2291.0,2274.0,3.0,
2017-08-10,2017,8.95679E+17,Twitter,Tweet,Photo,https://twitter.com/RecordingAcad/status/895679145690230784,"At the 44th #GRAMMYs in 2002, @AliciaKeys won her first five awards including Best New Artist and Song Of The Year for ""Fallin'""#GRAMMYVault https://t.co/XmA67nO6DY",,1809.0,290.0,7.0,100.0
2017-08-10,2017,1.7868E+16,Instagram,Post,Photo,https://www.instagram.com/p/BXom6e6g-yx/,"Taking a break from studio work at the dopest italian spot in NYC, right up the block on 2nd between Avenue A and Avenue B. @ilpostoaccanto is the best (and has truly the best pasta and grilled calamari in the state). 📷: @Brasstracks Takeover",99.57,2091.0,2077.0,3.0,
2017-08-10,2017,36736245747_10154954444555748,Facebook,Post,Photo,https://www.facebook.com/RecordingAcademy/posts/10154954444555748:0,"At the 44th #GRAMMYs in 2002, Alicia Keys won her first five GRAMMY Awards, including Best New Artist and Song Of The Year for ""Fallin'."" 

That year, she made her GRAMMY debut with a medley performance of ""Fallin'"" and ""A Woman's Worth."" #GRAMMYVault",0.0307,4102.0,1876.0,42.0,43.0
2017-08-11,2017,1.78707E+16,Instagram,Post,Photo,https://www.instagram.com/p/BXqHzzzA8_k/,"The feeling you get when you wake up and it's Friday! 🙌

Caption this photo ⬇️⬇️⬇️",129.39,6987.0,6825.0,43.0,
2017-08-11,2017,8.96027E+17,Twitter,Tweet,Photo,https://twitter.com/RecordingAcad/status/896026668694999040,The feeling you get when you wake up and it's Friday! 🙌 https://t.co/7D41Rzry3L,,9587.0,270.0,34.0,60.0
2017-08-11,2017,36736245747_10154957353150748,Facebook,Post,Photo,https://www.facebook.com/RecordingAcademy/posts/10154957353150748:0,"We're smiling because it's Friday! 

Caption this photo ⬇️⬇️⬇️",0.0266,1523.0,588.0,31.0,11.0
2017-08-12,2017,36736245747_10154960061800748,Facebook,Post,Video,https://www.facebook.com/RecordingAcademy/videos/10154960061800748/,"Hear the incredible story behind The Zombies' first time in a recording studio as they revisit their 1967 hit single ""She's Not There."" grm.my/2v0uQiJ",0.0473,5532.0,813.0,64.0,112.0
2017-08-14,2017,8.97176E+17,Twitter,Tweet,Video,https://twitter.com/RecordingAcad/status/897175755146375168,"From ""Billie Jean"" to ""Beat It,"" @michaeljackson's 'Thriller' won 8 awards at the 26th #GRAMMYs in 1984 including Album Of The Year. https://t.co/LvAJ7Z4sTJ",,1382.0,475.0,11.0,260.0
2017-08-15,2017,1.78673E+16,Instagram,Post,Carousel,https://www.instagram.com/p/BX0pFGlAe0t/,"We celebrated music pioneer @Rupert_Neve's 91st birthday and honored his career accomplishments that continue to shape the audio production landscape for the music industry. 
Multi-GRAMMY nominee @AlanParsonsMusic and multi-GRAMMY winner Geoff Emerick joined the celebration, while recorded messages from across the country were screened from GRAMMY winner Jimmy Jam (@flytetymejam), GRAMMY winner @NileRogers, GRAMMY-winning engineer Ed Cherney, and producers John McBride and Jacquire King.",64.48,1741.0,1719.0,13.0,
2017-08-16,2017,1.78943E+16,Instagram,Post,Photo,https://www.instagram.com/p/BX3RU2_AFjg/,"“I love @Bjork because she is fiercely weird in the way that it’s just her. The world that she creates and crafts for her music is colorful and I really appreciate her poetry. She’s amazingly frank and simple in the way she expresses herself, but she also has a strong connection to the environment. That is something that is really important in my music. She has this amazing mastery and her voice gives me chills. There is this Bjork quote I think about when I’m making music. She says “The more selfish you can be with your music the more giving you will ultimately be.” As a songwriter, producer, and performer, I really relate to that.” - @maggierogers on Björk's album 'Debut.' We’re looking to celebrate YOUR music 🎶 collections with #InMyCollection every Wednesday. Tell us your story of an album that has a special memory or has inspired you by using #InMyCollection. You could be featured right here! 🙌",79.94,2878.0,2833.0,19.0,
2017-08-16,2017,8.97898E+17,Twitter,Tweet,Photo,https://twitter.com/RecordingAcad/status/897897844325011457,"Final round of online entry for the 60th #GRAMMYs is now open! Eligibility period: 10/1/16 - 9/30/17. 

Learn more: https://t.co/wpzY012Gpw https://t.co/oGjVWlkVwv",,2513.0,177.0,167.0,68.0
2017-08-16,2017,8.97937E+17,Twitter,Tweet,Video,https://twitter.com/RecordingAcad/status/897937477163401216,".@maggierogers reveals her musical influences, her ideal chill time, and how classic novels can pay off on tour: https://t.co/kEaY9B3tqm https://t.co/dCGfQWBfc6",,2018.0,267.0,5.0,56.0
2017-08-18,2017,1.78792E+16,Instagram,Post,Photo,https://www.instagram.com/p/BX8Z_V7A3Lq/,"GRAMMY-nominated singer/songwriter @aloeblacc speaks about #music from the past and present being a source of inspiration that leads to positive #socialchange. 
Click the link in our bio ⬆⬆⬆️ to find out what artists and songs have inspired him.",75.64,1891.0,1866.0,15.0,
2017-08-19,2017,1.78811E+16,Instagram,Post,Photo,https://www.instagram.com/p/BX_8WHhgnH-/,Light touch up before meet and greet. This personal connection between me and my fans are so important for me because they're riding right along through this journey with me! #StrengthOfAWoman #StrengthOfAWomanLiveTour 📷: @therealmaryjblige Takeover,64.03,1857.0,1834.0,12.0,
2017-08-19,2017,1.78793E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYADt__AA2D/,Let's get it New York City!!! Showtime! Takeover #GlowUp #StrengthOfAWomanLiveTour 📷: @therealmaryjblige Takeover,74.84,2395.0,2365.0,15.0,
2017-08-19,2017,1.78955E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYAP6qRAq5v/,Every night is therapy for me. Every time I get on that stage and give my all to my fans I know that my testimony is helping some other woman or man out there who may be going through a similar trial. We go through the pain and heal together. This is a real love we have. #StrengthOfAWoman #StrengthOfAWomanLiveTour 📷: @therealmaryjblige Takeover,96.14,4711.0,4640.0,33.0,
2017-08-19,2017,1.78674E+16,Instagram,Post,Video,https://www.instagram.com/p/BYAIIZ9AQPF/,Thank you so much to my brotha @djkhaled for glowing up with me tonight in my city and always supporting me through my journey and spreading love and unity in a time where it's needed more than ever! Bless Up! #GlowUp #StrengthOfAWomanLiveTour 📷: @therealmaryjblige Takeover,49.89,1896.0,1865.0,9.0,
2017-08-19,2017,1.78685E+16,Instagram,Post,Photo,https://www.instagram.com/p/BX_cfOWgT7G/,"GRAMMY winner @TheRealMaryJBlige is taking over our Instagram today! Follow along as she posts before/during/after her show tonight at @thegarden! ••••••••••••••••••••••••••••••••••••••••
The quiet before the storm. I'm so blessed to be able to perform all around the world, but it's always special when I get to perform at HOME! #StrengthOfAWoman #StrengthOfAWomanLiveTour",93.82,3096.0,3053.0,14.0,
2017-08-20,2017,1.78945E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYCEJPOg1tO/,"🎶 ""I am human, I am love, and my heart beats with my blood. Love will always win. Underneath the skin. Everybody's got a pulse."" 🎶 GRAMMY winner @Melissa_Etheridge's ""Pulse"" is a song of healing. 
Click the link in the bio to learn about 12 thoughtful, powerful, and meaningful songs that inspire #socialchange.",95.17,2189.0,2171.0,7.0,
2017-08-21,2017,1.78677E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYErPUDgkgl/,"We are at a crucial point in our nation’s history when it comes to the topic of funding for the arts. As creators, we know the true impact arts can have not only on our youth, but on our overall culture. It’s necessary that we do what we can to preserve funding for the arts and invest in the next generation of #music creators. On Wednesday, October 18, we are calling upon Recording Academy members and music creators across the country to let Congress know that music plays an important role in #American culture and should be protected through updated #legislation. 
#RecordingAcademy members: Click the link in our bio to register for #DistrictAdvocate day.",84.88,3480.0,3394.0,21.0,
2017-08-22,2017,1.78795E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYHdCnLA9WY/,Arriving at the @GRAMMYMuseum for soundcheck for tonight's Up Close And Personal with the #RecordingAcademy's Los Angeles Chapter. 📷: @SiedahGarrett Takeover,76.8,1920.0,1902.0,4.0,
2017-08-22,2017,1.78979E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYG5hRMgvSh/,"GRAMMY-winning artist @SiedahGarrett is taking over our Instagram today! Follow along as she posts throughout the day before her Recording Academy Los Angeles Chapter Up Close And Personal event at the @GRAMMYMuseum
•••
Starting off my day in #meditation, communing with #nature, and getting into a #peaceful headspace.",58.96,1533.0,1518.0,5.0,
2017-08-22,2017,1.78702E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYHLojdgFSq/,"First stop, manicure! A girl can't show up on stage with raggedy hands, can she? Wish I had time for a pedi…and a massage! 📷: @SiedahGarrett Takeover",52.68,1317.0,1307.0,5.0,
2017-08-22,2017,1.78798E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYHoVv5gsC1/,Taking a tour of the @GRAMMYMuseum and stopped to take a photo next to Mike's exhibit. Be sure to come see the expanded exhibit on display! 📷: @SiedahGarrett Takeover,121.58,2918.0,2858.0,27.0,
2017-08-22,2017,1.78948E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYH3vUQgQuG/,"Getting Up Close And Personal with Scott Goldman, who is the Executive Director of the @GRAMMYMuseum.",66.71,1601.0,1581.0,11.0,
2017-08-23,2017,1.78955E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYKaQk7AFfl/,Got to play a few songs. Thanks for a great night.  Loved every minute of it. 📷: Ed Sheeran (@teddysphotos) Takeover,181.86,5274.0,5216.0,21.0,
2017-08-23,2017,1.78899E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYKRnq7gN6u/,Had so much fun speaking with Ed Roland and the Recording Academy Atlanta Chapter tonight. 📷: Ed Sheeran Takeover,130.23,3386.0,3345.0,16.0,
2017-08-23,2017,36736245747_10154990353880748,Facebook,Post,Video,https://www.facebook.com/RecordingAcademy/videos/10154990353880748/,"Khalid shares the story and inspiration behind his hit debut single ""Location."" grm.my/2ikU1YT",0.0197,1354.0,152.0,2.0,16.0
2017-08-23,2017,1.78956E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYKHGWXgIO8/,Meeting some nice folks from the Recording Academy Atlanta Chapter. 📷: Ed Sheeran (@teddysphotos) Takeover,107.23,4289.0,4236.0,15.0,
2017-08-23,2017,1.78804E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYJ_dC_ARBN/,"GRAMMY-winner Ed Sheeran (@teddysphotos) is taking over our Instagram! Follow along as he posts before his Recording Academy Atlanta Chapter Up Close And Personal event tonight.
•••
Just met Ed Roland of @CollectiveSoulOfficial. We're going to have nice chat tonight.",137.51,5913.0,5830.0,28.0,
2017-08-24,2017,1.78723E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYMpdpZgihf/,"The night of the 46th #GRAMMYs in 2004 marked the 40th anniversary that @TheBeatles walked on to the stage at the Ed Sullivan Show, starting a cultural music revolution.

To honor their legacy, @TheOfficialSting, Dave from the @DaveMatthewsBand, @Pharrell, and @VinceGillOfficial came together to perform ""I Saw Her Standing There."" #GRAMMYVault",28.23,1863.0,1833.0,18.0,
2017-08-25,2017,1.78729E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYOogg7g6Gj/,"What makes a #GRAMMYs performance memorable? Let us know in the comments below ⬇️⬇️⬇️ (@Beyonce and #JayZ perform ""Drunk in Love"" at the 56th #GRAMMYs in 2014)",132.38,8737.0,8513.0,123.0,
2017-08-27,2017,36736245747_10155000623480748,Facebook,Post,Video,https://www.facebook.com/RecordingAcademy/posts/10155000623480748,"A quick history on how gated reverb (resulting in that unique 1980s drum sound) became popular, and why it’s back.",0.0307,14292.0,963.0,46.0,0.0
2017-08-27,2017,1.78836E+16,Instagram,Post,Video,https://www.instagram.com/p/BYTaXt9ARw7/,"Singer/songwriter @MaggieRogers opens up about graduating from college and how that inspired her song ""Dog Years."" Click the link ⬆️⬆️⬆️ in our bio to watch the full interview where the 23-year-old @NYUniversity grad speaks about songwriting, friends, the favorite new city she's traveled to, the last great book she read, and style inspirations.",35.31,1377.0,1347.0,10.0,
2017-08-28,2017,9.02263E+17,Twitter,Tweet,Photo,https://twitter.com/RecordingAcad/status/902262520903237632,TONIGHT: Watch GRAMMY winners @Imaginedragons #FacebookLive stream from the @GRAMMYMuseum at 8 p.m. PT: https://t.co/MfmmSXe4Ld https://t.co/zhZrHJy7LD,,1601.0,638.0,4.0,136.0
2017-08-28,2017,36736245747_10155003229415748,Facebook,Post,Video,https://www.facebook.com/RecordingAcademy/videos/10155003229415748/,"August Burns Red talks about the inspiration behind their new video ""Invisible Enemy,"" what fans can expect from their new album, and the challenges of life on the road: grm.my/2gj7m3x",0.0416,19950.0,2160.0,267.0,238.0
2017-08-28,2017,1.78908E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYWiGengc1j/,"TODAY: Tune in to @GRAMMYMuseum's #FacebookLive stream at 8 p.m. PT with GRAMMY winners @ImagineDragons. They'll share the creative process behind their new album, 'Evolve,' and follow up the conversation with a live performance!",80.94,2671.0,2644.0,10.0,
2017-08-29,2017,1.787E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYY4MaQgRvk/,"Today @MusiCares launched a relief fund to support members of the music community affected by #HurricaneHarvey. Assistance includes coverage of basic living expenses such as shelter, food, utilities, and transportation; medical expenses, including doctor and hospital bills, and medications; clothing; instrument and recording equipment replacement; relocation costs; home repairs; debris removal; and more.

Click the link in our bio to learn more and help music people in need.",72.14,2020.0,1997.0,9.0,
2017-08-29,2017,36736245747_10155005558035748,Facebook,Post,Video,https://www.facebook.com/RecordingAcademy/videos/10155005558035748/,"For Aminé, Beyoncé's Instagram post featuring his song 
""Caroline"" was surreal, but why did this song take off?

Find out ➡️ grm.my/2inhY1U",0.0205,1362.0,141.0,3.0,8.0
2017-08-30,2017,1.79264E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYbPxYpgeZr/,"“#Music is my biggest passion and one of my favorite artists is George Michael (@georgemofficial). He always has been my inspiration since he was in the group Wham, but when I fell in love was when he started his solo career. My favorite song from his album ‘Listen Without Prejudice' is ''Cowboys And Angels'' because of the jazz ringtones. I also love him as a person because he was an inspiration for many people in the world. So sad he left us too soon. He will always be one of the greatest musicians.” - @angiebjorn

Every Wednesday we’re looking to celebrate YOUR music collections with #InMyCollection! 🎶 Tell us your story of an album that has a special memory or has inspired you by using #InMyCollection. You could be featured right here!",54.04,2486.0,2427.0,36.0,
2017-08-31,2017,36736245747_10155011332085748,Facebook,Post,Photo,https://www.facebook.com/36736245747/posts/10155011332085748/,"GRAMMY winner Shakira's first #GRAMMYs performance was at the 49th GRAMMY Awards in 2007. Her electrifying performance with GRAMMY winner Wyclef proved the enduring truth behind the title of their smash duet ""Hips Don't Lie."" #GRAMMYVault",0.1036,22459.0,4424.0,120.0,130.0
2017-08-31,2017,9.03286E+17,Twitter,Tweet,Photo,https://twitter.com/RecordingAcad/status/903286387335729152,".@Shakira took the GRAMMY stage for the first time at the 49th #GRAMMYs in 2007 with @Wyclef to perform ""Hips Don't Lie."" #GRAMMYVault https://t.co/p5ah8GCjdP",,1781.0,386.0,18.0,162.0
2017-08-31,2017,1.78965E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYd4uvbAGH4/,"GRAMMY winner @Shakira's first #GRAMMYs performance was at the 49th GRAMMY Awards in 2007. Her electrifying performance with GRAMMY winner @WyclefJean proved the enduring truth behind the title of their smash duet ""Hips Don't Lie."" Check out 👀 our Instagram Story for more photos from their performance. #GRAMMYVault",73.87,4432.0,4357.0,31.0,
2017-09-01,2017,1.78702E+16,Instagram,Post,Video,https://www.instagram.com/p/BYgXtnFAdn_/,"For @Amine, @Beyonce's Instagram post featuring his song ""Caroline"" was surreal, but why did this song take off?

Click the link in our bio 👆👆👆 to find out.",20.63,1341.0,1294.0,9.0,
2017-09-02,2017,9.04006E+17,Twitter,Tweet,Video,https://twitter.com/RecordingAcad/status/904006388753551361,.@ZaraLarsson gets candid about collaborating with @EdSheeran and letting her sound develop naturally: https://t.co/EZbC2zMygL https://t.co/rFhbwbGiId,,1732.0,269.0,4.0,67.0
2017-09-03,2017,1.78748E+16,Instagram,Post,Carousel,https://www.instagram.com/p/BYlbi_VAtXN/,"""[Johnny from (@snowpatrol)] just basically told me, 'Well, tomorrow when we have the session #EdSheeran might swing by… I was like, 'Whatever, he's not going to show up, like, why would he do that?' And then he showed up! On time, actually, and he was just the nicest guy."" - @ZaraLarsson on her collaboration with Ed Sheeran (@teddysphotos). Click the link in our bio 👆 to watch the interview. 📸: @jacklynkrol for #RecordingAcademy",62.25,3673.0,3574.0,29.0,
2017-09-04,2017,36736245747_10155022747330748,Facebook,Post,Video,https://www.facebook.com/RecordingAcademy/videos/10155022747330748/,"Armed with an impressive list of recent high profile collaborations, 19-year-old singer/songwriter Zara Larsson shares her experience working with GRAMMY winner Ed Sheeran: grm.my/2gmO0qm",0.0305,4687.0,418.0,14.0,11.0
2017-09-05,2017,1.78914E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYqwOt7g3vd/,"We found nine college courses based on GRAMMY winners! You can discuss feminism through the lens of @Beyonce and Rihanna (@badgalriri), review Appalachian culture with @DollyParton, or learn the magic of harmony with #StevieWonder.

From #music to identity to #politics, click the link for a full description of these courses!",127.28,6873.0,6735.0,46.0,
2017-09-06,2017,1.79003E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYtM6O4gd9z/,"""I love Nat King Cole’s ‘After Midnight’ record because it shows him in a really beautiful, almost relaxed setting. There are some emotive songs that are just beautiful and the arrangements are cool. Whether it’s true or not, the story that they decide to record late at night just on a whim is an exciting thing as well. To know that they had that much skill and beauty come from the idea of saying “let’s go to the studio.” “Blame It On My Youth,” “Caravan,” and “You’re Looking At Me” are great songs."" - @gregoryportermusic

Every Wednesday we’re looking to celebrate YOUR music collections with #InMyCollection! 🎶 Tell us your story of an album that has a special memory or has inspired you by using #InMyCollection. You could be featured right here! 🙌",41.77,1838.0,1804.0,18.0,
2017-09-06,2017,9.05563E+17,Twitter,Tweet,Video,https://twitter.com/RecordingAcad/status/905562725144821761,"What made @SelenaGomez want to collaborate with Gucci Mane (@gucci1017) on her current single ""Fetish?"" https://t.co/a5XxePOOWP https://t.co/DGcSRAGiZT",,2649.0,801.0,18.0,410.0
2017-09-07,2017,1.7898E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYv17lpA0zx/,"At the 41st #GRAMMYs in 1999 @aerosmith took home a GRAMMY for Best Rock Performance By A Duo Or Group With Vocal for ""Pink."" That night, they went on to perform their hit single ""I Don't Want To Miss A Thing."" #GRAMMYVault",61.48,3197.0,3140.0,31.0,
2017-09-08,2017,36736245747_10155033282425748,Facebook,Post,Video,https://www.facebook.com/RecordingAcademy/videos/10155033282425748/,"What made Selena Gomez want to collaborate with Gucci Mane on her current single ""Fetish?"" grm.my/2gmMPHF

Watch 👇👇👇",0.0385,5304.0,973.0,64.0,34.0
2017-09-08,2017,1.78722E+16,Instagram,Post,Photo,https://www.instagram.com/p/BYyVp4FA5Xw/,"As part of our #DistrictAdvocate day, thousands of #RecordingAcademy members will meet with Members of Congress to address important issues, including performance rights, copyright review, and the impact of digital services on the music industry.

#RecordingAcademy members: Click the link in our bio to register for District Advocate day on 10/18 to let Congress know that #music plays an important role in American culture, and should be protected through updated legislation.",16.42,1938.0,1923.0,8.0,
2017-09-10,2017,1.78997E+16,Instagram,Post,Video,https://www.instagram.com/p/BY3w-wwgsqP/,"What made @SelenaGomez want to collaborate with Gucci Mane (@laflare1017) on her current single ""Fetish?"" Click the link in our bio ⬆️⬆️⬆️ to hear about her remix with Galantis (@wearegalantis) and details about her new album.",41.82,4767.0,4084.0,358.0,
2017-09-11,2017,1.7886E+16,Instagram,Post,Photo,https://www.instagram.com/p/BY6YTBjg3ch/,"10 years ago today, #KanyeWest released #Graduation! He went on to win Best Rap Album, Best Rap Solo Performance (""Stronger""), Best Rap Performance By A Duo Or Group (""Southside""), and Best Rap Song (""Good Life"") at the 50th #GRAMMYs in 2008. 
Click the link in our bio ⬆️⬆️⬆️ to take a look back at the GRAMMY winner's classic 2007 studio album track-by-track.",53.46,3475.0,3360.0,75.0,
